date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:19	31204/31204	---MCZ	200	added ('OK')	text/html	etag:W/%2268211fd60c157df496ba62669b91e1ab%22	https://github.com/password_reset	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/password_reset.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js)
10:57:22	34594/34594	---MCZ	200	added ('OK')	text/html	etag:W/%22b3a7d750e924744b6bd90f4894501237%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/logine7b6.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js)
10:57:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Sep%202023%2017:57:20%20GMT	https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.84.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js)
10:57:25	60241/60241	---MCZ	200	added ('OK')	text/html	etag:W/%22755f17f610e7951a114002d3a14eea96%22	https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup0407.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js)
10:57:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Sep%202023%2017:57:25%20GMT	https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.85.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js)
10:57:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Sep%202023%2017:57:26%20GMT	https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.86.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js)
10:57:35	34736/34736	---MCZ	200	added ('OK')	text/html	etag:W/%2268db43ba3aad43f88a6b3b949484feea%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/login00cc.html	(from https://github.com/hvianna/audioMotion-analyzer/blob/master/src/audioMotion-analyzer.js)
10:57:36	34672/34672	---MCZ	200	added ('OK')	text/html	etag:W/%223d5cac3b2aab53ef095271b25a021f79%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/login7aea.html	(from https://github.com/hvianna/audioMotion-analyzer/blob/master/demo/overlay.js)
10:57:39	34660/34660	---MCZ	200	added ('OK')	text/html	etag:W/%22db8301a617246d2833e6f03faa96be7f%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/loginf59e.html	(from https://github.com/hvianna/audioMotion-analyzer/blob/master/demo/fluid.js)
11:05:38	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.8b.delayed	(from https://github.com/login)
11:05:38	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.8c.delayed	(from https://github.com/login)
11:05:38	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.8d.delayed	(from https://github.com/login)
11:05:40	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.8f.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf)
11:05:40	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.90.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf)
11:05:40	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.91.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf)
11:05:45	10942/10942	---M--	200	added ('OK')	image/png	etag:%22a517dda394033f1d42cd935a9697dd76%22	https://github.githubassets.com/apple-touch-icon.png	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/apple-touch-icon.png	(from https://github.com/password_reset)
11:05:45	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.94.delayed	(from https://github.com/password_reset)
11:05:45	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.95.delayed	(from https://github.com/password_reset)
11:05:45	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.96.delayed	(from https://github.com/password_reset)
11:05:45	60091/60091	---MCZ	200	added ('OK')	text/html	etag:W/%225829485147d342685470be7f2b042c8c%22	https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf&source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup19d0.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf)
11:05:45	59876/59876	---MCZ	200	added ('OK')	text/html	etag:W/%227862b9b40d1972f1796d4ff88f362b35%22	https://github.com/signup?source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup3060.html	(from https://github.com/login)
11:05:46	10018/10018	---M-Z	200	added ('OK')	text/css	etag:%220764b8f837f5bbebae923d12a17bccdd%22	https://github.githubassets.com/assets/signup-7e1ca87bf103.css	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/assets/signup-7e1ca87bf103.css	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:05:47	7739/7739	---M-Z	200	added ('OK')	application/javascript	etag:%2228ee19c5c2ab7b7bcc87e7e265ddedc2%22	https://github.githubassets.com/assets/optimizely-b8ae60018b11.js	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/assets/optimizely-b8ae60018b11.js	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:05:51	12989/12989	---M-Z	200	added ('OK')	application/javascript	etag:%2224eec0376f3f171af524729f2852645e%22	https://github.githubassets.com/assets/signup-redesign-a838e9ddee81.js	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/assets/signup-redesign-a838e9ddee81.js	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:05:51	21128/21128	---M--	200	added ('OK')	image/png	etag:%2280f67853aa3420aa8b3c53cb3c24ddc5%22	https://github.githubassets.com/apple-touch-icon-180x180.png	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/apple-touch-icon-180x180.png	(from https://github.com/password_reset)
11:05:52	75621/75621	---M-Z	200	added ('OK')	text/css	etag:%22e9f13977c70a94d7cc7ef70d62eb02f3%22	https://github.githubassets.com/assets/site-c4886149a816.css	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/assets/site-c4886149a816.css	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:05:52	106807/106807	---M-Z	200	added ('OK')	application/javascript	etag:%229677b4415be57695d23cf01aff7514b3%22	https://github.githubassets.com/assets/vendors-node_modules_optimizely_optimizely-sdk_dist_optimizely_browser_es_min_js-node_modules-089adc-2328ba323205.js	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/assets/vendors-node_modules_optimizely_optimizely-sdk_dist_optimizely_browser_es_min_js-node_modules-089adc-2328ba323205.js	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:05:52	38269/38269	---M-Z	200	added ('OK')	text/css	etag:%22fcbc8ddc965c33479688acb7a531080c%22	https://github.githubassets.com/assets/home-9441872b9454.css	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/assets/home-9441872b9454.css	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:01	81524/81524	---M--	200	added ('OK')	image/jpeg	etag:%22789594433ee4c54798ef4e2e034b3c32%22	https://github.githubassets.com/images/modules/signup/launch_codes/launch-codes-mona-fallback@1x.jpg	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/images/modules/signup/launch_codes/launch-codes-mona-fallback@1x.jpg	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:06	222136/222136	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Sep%202023%2018:05:52%20GMT	https://github.com/email_validity_checks	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/email_validity_checks.9e.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:19	222169/222169	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Sep%202023%2018:06:06%20GMT	https://github.com/password_validity_checks	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/password_validity_checks.9f.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:35	222146/222146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Sep%202023%2018:06:20%20GMT	https://github.com/signup_check/username	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup_check/username.a0.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:35	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.a1.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:35	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.a2.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Fmulti.js&source=login)
11:06:36	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.a4.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js)
11:06:36	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.a5.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js)
11:06:36	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.a6.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js)
11:06:39	60299/60299	---MCZ	200	added ('OK')	text/html	etag:W/%22d47cccbedd438a06b926da2b2b4e526d%22	https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js&source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup51f1.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js)
11:06:40	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.a8.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js)
11:06:40	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.a9.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js)
11:06:40	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.aa.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js)
11:06:41	60241/60241	---MCZ	200	added ('OK')	text/html	etag:W/%229a585946953c1bcbd733a8cc0d2dc2a9%22	https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js&source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup3993.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js)
11:06:42	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.ac.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js)
11:06:42	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.ad.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js)
11:06:42	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.ae.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js)
11:06:43	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.b0.delayed	(from https://github.com/signup?source=login)
11:06:43	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.b1.delayed	(from https://github.com/signup?source=login)
11:06:43	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.b2.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf&source=login)
11:06:43	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.b3.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fnotifications%2Fbeta%2Fshelf&source=login)
11:06:43	60247/60247	---MCZ	200	added ('OK')	text/html	etag:W/%22872730e540c37f3d6521677de9232cad%22	https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js&source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup4bd9.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js)
11:06:43	34454/34454	---MCZ	200	added ('OK')	text/html	etag:W/%22734c682e762e17928a0f6f1d0534c7c7%22	https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/login9be0.html	(from https://github.com/signup?source=login)
11:06:45	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.b5.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js&source=login)
11:06:45	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.b6.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fsrc%2FaudioMotion-analyzer.js&source=login)
11:06:45	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.b7.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js&source=login)
11:06:45	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.b8.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Ffluid.js&source=login)
11:06:45	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.b9.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js&source=login)
11:06:45	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.ba.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fhvianna%2FaudioMotion-analyzer%2Fblob%2Fmaster%2Fdemo%2Foverlay.js&source=login)
11:06:47	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.bc.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin)
11:06:47	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.bd.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin)
11:06:47	0/-1	---M--	301	error ('')			https://github.com/contact	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/contact.be.delayed	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin)
11:06:48	38120/38120	---M--	200	added ('OK')	image/jpeg	etag:%221aa96070e84747031807c483cd0eb2f1%22	https://github.githubassets.com/images/modules/signup/launch_codes/bg.jpg	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.githubassets.com/images/modules/signup/launch_codes/bg.jpg	(from https://github.githubassets.com/assets/signup-7e1ca87bf103.css)
11:06:52	60068/60068	---MCZ	200	added ('OK')	text/html	etag:W/%221510a062c4688a16c3594e16f2cc0ff0%22	https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin&source=login	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/signup0e38.html	(from https://github.com/login?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin)
11:06:52	0/-1	---M--	301	error ('')			https://github.com/site/terms	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/terms.bf.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin&source=login)
11:06:52	0/-1	---M--	301	error ('')			https://github.com/site/privacy	C:/My%20Web%20Sites/SkyNet%20Biometrics%202.0/github.com/site/privacy.c0.delayed	(from https://github.com/signup?return_to=https%3A%2F%2Fgithub.com%2Fsignup%3Fsource%3Dlogin&source=login)
